contributor,feat_num_activities,feat_num_activity_type,feat_repos,feat_owner,feat_ratio_owner_repo,consecutive_activity_time_mean,consecutive_activity_time_50%,consecutive_activity_time_std,consecutive_activity_time_gini,consecutive_activity_time_IQR,activity_per_repo_mean,activity_per_repo_50%,activity_per_repo_std,activity_per_repo_gini,activity_per_repo_IQR,activity_type_per_repo_mean,activity_type_per_repo_50%,activity_type_per_repo_std,activity_type_per_repo_gini,activity_type_per_repo_IQR,continuous_activity_repo_mean,continuous_activity_repo_50%,continuous_activity_repo_std,continuous_activity_repo_gini,continuous_activity_repo_IQR,time_spent_in_repo_mean,time_spent_in_repo_50%,time_spent_in_repo_std,time_spent_in_repo_gini,time_spent_in_repo_IQR,time_to_switch_repo_mean,time_to_switch_repo_50%,time_to_switch_repo_std,time_to_switch_repo_gini,time_to_switch_repo_IQR,time_to_switch_act_type_mean,time_to_switch_act_type_50%,time_to_switch_act_type_std,time_to_switch_act_type_gini,time_to_switch_act_type_IQR,activity_per_act_type_mean,activity_per_act_type_50%,activity_per_act_type_std,activity_per_act_type_gini,activity_per_act_type_IQR
ziti-ci,300,4,17,3,0.176,5.246,0.017,8.223,0.724,8.992,17.647,15.0,19.212,0.48,12.0,1.588,2.0,0.507,0.153,1.0,1.961,1.0,1.716,0.336,1.0,6.295,0.0,26.181,0.87,0.004,3.983,0.023,5.833,0.709,7.49,4.397,0.024,6.009,0.672,9.927,75.0,59.5,86.906,0.532,128.5
angular-robot,242,4,9,2,0.222,0.402,0.015,0.902,0.787,0.801,26.889,13.0,30.945,0.542,40.0,1.667,1.0,1.0,0.267,2.0,1.681,1.0,1.294,0.319,1.0,0.149,0.0,0.555,0.792,0.0,0.528,0.064,1.086,0.77,0.854,0.242,0.001,0.709,0.87,0.028,60.5,19.0,85.027,0.537,46.0
prout-bot,84,1,9,1,0.111,1.101,0.171,3.44,0.833,0.599,9.333,4.0,10.488,0.534,9.0,1.0,1.0,0.0,0.0,0.0,2.049,1.0,2.024,0.392,1.0,0.547,0.0,2.497,0.867,0.008,1.724,0.383,4.237,0.774,0.595,,,0.0,0.0,,84.0,84.0,0.0,0.0,0.0
fpodoo,30,7,3,3,1.0,52.42,0.278,107.799,0.808,42.789,10.0,12.0,7.211,0.311,7.0,2.333,2.0,0.577,0.095,0.5,1.667,2.0,0.686,0.207,1.0,9.348,0.013,29.738,0.839,0.135,79.524,1.561,132.759,0.739,121.719,68.063,1.255,120.059,0.757,109.36,4.286,4.0,2.928,0.352,4.0
luboshl,8,4,3,3,1.0,247.582,0.177,320.988,0.619,491.355,2.667,1.0,2.887,0.417,2.5,1.667,1.0,1.155,0.267,1.0,2.0,1.5,1.414,0.312,1.5,0.057,0.025,0.084,0.277,0.082,577.614,520.865,152.252,0.111,144.102,346.577,461.887,334.178,0.467,520.834,2.0,1.5,1.414,0.312,1.5
ansibot,43,4,1,1,1.0,5.684,2.681,9.191,0.628,6.934,43.0,43.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,238.726,238.726,0.0,0.0,0.0,,,0.0,0.0,,7.54,4.263,11.723,0.604,7.739,10.75,10.0,8.098,0.355,11.75
brendandburns,276,13,15,6,0.4,3.75,0.014,10.718,0.89,0.278,18.4,5.0,41.998,0.735,9.0,3.133,2.0,2.446,0.389,2.5,3.286,2.0,3.214,0.471,4.0,3.802,0.007,13.509,0.868,0.079,8.577,0.408,14.648,0.748,14.472,5.091,0.043,11.966,0.848,2.239,21.231,5.0,38.086,0.685,23.0
rust-timer,300,2,2,2,1.0,0.605,0.004,1.282,0.722,0.838,150.0,150.0,67.882,0.16,48.0,1.0,1.0,0.0,0.0,0.0,9.091,8.0,5.986,0.358,8.0,4.698,0.028,7.479,0.726,5.944,0.812,0.176,1.286,0.707,0.857,0.812,0.176,1.286,0.707,0.857,150.0,150.0,67.882,0.16,48.0
nrel-bot,300,3,6,5,0.833,1.385,0.095,5.56,0.869,0.716,50.0,14.0,77.436,0.677,58.25,1.167,1.0,0.408,0.119,0.0,1.724,1.0,2.778,0.33,1.0,1.032,0.0,5.371,0.873,0.124,1.357,0.126,5.664,0.835,0.754,0.613,0.001,1.843,0.718,0.741,100.0,74.0,111.301,0.484,109.0
bulldozer-boy[bot],14,2,1,1,1.0,79.889,0.001,142.344,0.713,78.382,14.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1038.554,1038.554,0.0,0.0,0.0,,,0.0,0.0,,14.983,0.0,27.013,0.709,21.081,7.0,7.0,0.0,0.0,0.0
davidcauchi,134,8,3,1,0.333,15.704,0.418,39.356,0.85,4.842,44.667,36.0,48.583,0.478,48.0,5.333,7.0,3.786,0.292,3.5,2.913,1.0,4.535,0.538,2.0,26.672,0.0,87.024,0.698,13.295,19.148,0.269,52.01,0.872,3.813,23.062,0.884,47.811,0.795,22.114,16.75,6.0,24.979,0.612,10.75
release-clerk[bot],300,1,1,1,1.0,5.123,0.955,11.422,0.786,3.626,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1531.856,1531.856,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0
monai-bot,248,3,4,1,0.25,8.648,0.022,10.756,0.625,23.943,62.0,31.0,78.968,0.532,52.0,2.5,3.0,1.0,0.15,0.5,4.863,3.0,6.768,0.442,3.0,30.669,0.019,82.439,0.818,36.016,11.439,7.999,7.801,0.373,14.365,5.488,0.901,7.741,0.676,7.23,82.667,25.0,99.882,0.465,86.5
subtlegradient,117,8,18,17,0.944,17.569,0.877,47.081,0.851,9.403,6.5,1.0,19.826,0.782,0.0,1.222,1.0,0.548,0.157,0.0,2.925,1.0,4.257,0.532,2.0,6.852,0.0,13.616,0.534,4.68,45.229,8.299,73.706,0.732,42.415,35.16,4.349,62.464,0.762,26.859,14.625,4.0,28.081,0.717,8.75
rbuckton,257,10,13,5,0.385,2.088,0.099,7.452,0.889,0.653,19.769,5.0,44.69,0.746,13.0,3.308,3.0,2.529,0.39,4.0,6.59,2.0,14.336,0.658,5.0,7.475,0.078,20.402,0.812,1.455,6.398,0.261,15.784,0.852,1.091,2.616,0.098,8.678,0.888,0.668,25.7,16.0,22.745,0.461,36.0
thom-at-redhat,268,9,15,4,0.267,1.878,0.048,5.895,0.887,0.402,17.867,9.0,27.594,0.612,8.0,2.2,1.0,1.971,0.404,2.0,1.644,1.0,1.246,0.301,1.0,0.314,0.0,1.979,0.857,0.004,2.78,0.072,7.201,0.862,0.91,1.472,0.059,5.044,0.877,0.463,29.778,16.0,50.591,0.571,5.0
aalavandhan,234,7,3,1,0.333,8.979,0.138,23.132,0.855,3.995,78.0,16.0,120.611,0.615,108.0,4.333,5.0,3.055,0.308,3.0,58.5,37.5,70.741,0.549,71.5,503.686,284.811,682.506,0.478,787.7,25.755,6.164,38.605,0.598,34.677,9.104,0.157,22.95,0.836,3.685,33.429,18.0,49.098,0.596,17.5
hm-backport[bot],300,5,6,1,0.167,4.983,0.0,42.433,0.982,0.0,50.0,47.5,28.664,0.289,25.0,4.167,4.0,0.408,0.033,0.0,30.0,30.5,15.804,0.265,11.5,0.112,0.012,0.324,0.836,0.004,165.415,139.058,192.913,0.553,188.251,11.639,0.0,64.396,0.96,0.0,60.0,31.0,73.209,0.528,30.0
signcla-test-unsigned,276,6,2,2,1.0,0.021,0.0,0.062,0.86,0.004,138.0,138.0,24.042,0.062,17.0,4.0,4.0,1.414,0.125,1.0,2.4,2.0,1.425,0.315,2.0,0.035,0.001,0.083,0.759,0.004,0.016,0.0,0.045,0.839,0.006,0.025,0.001,0.067,0.854,0.004,46.0,35.5,38.828,0.38,23.75
amontenegro,235,8,3,1,0.333,5.857,0.046,19.109,0.901,0.821,78.333,105.0,51.472,0.261,46.0,7.0,7.0,1.0,0.063,1.0,6.184,4.0,6.013,0.466,5.5,22.876,0.268,49.594,0.791,13.91,13.549,0.745,28.916,0.81,17.615,5.777,0.017,19.601,0.908,0.743,29.375,19.0,23.274,0.399,33.0
carcabot,12,5,3,3,1.0,113.786,0.048,289.024,0.863,2.32,4.0,2.0,4.359,0.444,4.0,1.667,2.0,0.577,0.133,0.5,3.0,2.0,2.708,0.375,1.5,0.121,0.092,0.134,0.357,0.152,417.054,306.677,477.475,0.499,467.809,208.579,2.33,378.612,0.749,231.024,2.4,1.0,1.949,0.367,3.0
pyca-boringbot[bot],220,3,1,1,1.0,9.753,0.001,15.213,0.692,23.767,220.0,220.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,2135.995,2135.995,0.0,0.0,0.0,,,0.0,0.0,,9.431,0.001,15.321,0.71,23.765,73.333,66.0,25.794,0.152,25.0
dsmjs-bot,56,2,1,1,1.0,36.647,0.001,64.057,0.749,47.698,56.0,56.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,0.0,2015.568,2015.568,0.0,0.0,0.0,,,0.0,0.0,,36.647,0.001,64.057,0.749,47.698,28.0,28.0,0.0,0.0,0.0
brewtestbot,219,5,10,8,0.8,0.043,0.0,0.141,0.845,0.025,21.9,1.0,45.929,0.789,0.0,1.8,1.0,1.687,0.356,0.0,4.977,3.0,6.407,0.551,4.25,0.134,0.0,0.358,0.801,0.058,0.079,0.016,0.159,0.722,0.076,0.046,0.0,0.149,0.846,0.029,43.8,41.0,14.67,0.146,4.0
kubeedge-bot,132,4,3,1,0.333,2.173,0.208,4.834,0.815,1.08,44.0,2.0,73.614,0.646,64.0,2.0,1.0,1.732,0.333,1.5,26.4,2.0,38.371,0.642,36.0,55.646,0.002,93.081,0.636,63.508,1.615,0.783,2.1,0.542,1.382,1.604,0.073,4.352,0.863,0.552,33.0,18.0,43.228,0.58,41.5
brandonmrbot,53,7,3,2,0.667,39.761,0.004,143.554,0.925,0.22,17.667,20.0,14.64,0.365,14.5,3.333,4.0,1.155,0.133,1.0,13.25,15.0,8.995,0.316,12.25,507.242,3.0,1010.488,0.664,509.262,12.872,16.768,9.136,0.293,8.49,52.423,0.001,172.792,0.89,0.2,7.571,3.0,7.955,0.512,10.0
gic-de,228,11,4,2,0.5,8.925,0.065,28.448,0.883,3.116,57.0,5.0,106.733,0.719,60.0,4.0,2.5,4.243,0.469,4.5,15.2,3.0,22.748,0.673,16.5,106.706,0.219,175.664,0.615,147.599,30.387,11.605,68.066,0.718,22.518,9.042,0.072,29.314,0.87,3.767,20.727,11.0,38.539,0.657,14.5
tekton-robot,157,3,10,2,0.2,0.452,0.08,0.961,0.762,0.451,15.7,14.5,13.704,0.446,12.0,1.8,2.0,0.632,0.167,0.75,3.413,2.0,3.6,0.467,3.0,0.322,0.003,0.622,0.677,0.273,1.238,0.733,1.479,0.548,1.24,0.648,0.234,1.187,0.698,0.59,52.333,26.0,68.413,0.548,64.5
tedh-shopbot,39,7,4,1,0.25,46.909,12.278,84.189,0.738,49.483,9.75,3.0,14.886,0.609,9.25,2.75,1.5,2.872,0.432,2.25,3.9,1.5,4.748,0.541,4.0,108.724,0.05,208.163,0.556,136.103,77.254,29.62,129.421,0.658,28.71,62.688,0.188,126.714,0.794,23.313,5.571,3.0,7.829,0.557,3.0
smplayer-dev,115,8,4,1,0.25,15.817,0.234,50.134,0.869,4.112,28.75,9.0,44.657,0.637,33.75,3.25,2.0,3.304,0.442,3.25,6.053,3.0,9.336,0.616,4.5,91.134,0.0,222.176,0.71,25.406,3.978,0.289,8.47,0.797,0.437,14.861,0.393,44.278,0.859,3.597,14.375,5.0,21.407,0.645,12.0
mender-test-bot,300,4,26,2,0.077,1.994,0.162,6.982,0.861,0.89,11.538,6.0,15.137,0.588,11.0,1.346,1.0,0.977,0.227,0.0,1.754,1.0,1.552,0.324,1.0,0.915,0.0,5.436,0.898,0.025,2.586,0.504,7.486,0.799,1.37,2.192,0.059,9.211,0.894,0.716,75.0,16.5,125.137,0.662,81.5
1gtm,299,3,23,4,0.174,0.081,0.0,0.679,0.97,0.003,13.0,8.0,13.655,0.49,10.0,1.957,2.0,0.367,0.062,0.0,6.795,3.0,9.849,0.567,4.25,0.206,0.001,1.275,0.956,0.01,0.352,0.017,1.212,0.897,0.045,0.017,0.0,0.191,0.95,0.001,99.667,146.0,85.5,0.337,75.5
ploxiln,17,7,14,13,0.929,128.883,36.525,168.512,0.648,190.379,1.214,1.0,0.426,0.139,0.0,1.143,1.0,0.363,0.107,0.0,1.214,1.0,0.426,0.139,0.0,1.776,0.0,6.432,0.639,0.0,156.712,126.091,176.038,0.578,191.166,124.207,75.104,160.393,0.607,166.706,2.429,1.0,3.359,0.487,0.5
markusl,14,5,5,5,1.0,141.53,43.751,260.699,0.716,150.248,2.8,2.0,2.387,0.343,0.0,1.8,2.0,0.447,0.089,0.0,2.0,2.0,0.816,0.204,1.0,15.715,0.043,27.454,0.638,22.04,288.314,173.015,338.426,0.491,99.562,90.395,43.751,98.289,0.559,150.248,2.8,2.0,2.49,0.4,2.0
seed-deploy[bot],64,1,10,6,0.6,33.124,10.128,51.938,0.695,27.826,6.4,5.0,6.257,0.453,3.75,1.0,1.0,0.0,0.0,0.0,1.641,1.0,1.112,0.287,1.0,8.686,0.0,26.153,0.715,2.323,46.002,18.889,61.541,0.636,60.786,,,0.0,0.0,,64.0,64.0,0.0,0.0,0.0
yangmingshan,97,8,3,2,0.667,21.334,0.114,88.809,0.927,0.884,32.333,44.0,24.664,0.309,22.5,3.667,4.0,1.528,0.182,1.5,3.731,3.0,2.794,0.402,4.0,33.548,0.211,114.953,0.857,2.626,47.034,1.541,125.883,0.825,24.891,24.754,0.06,109.48,0.936,0.543,12.125,1.0,28.337,0.78,2.5
gatk-bot,44,1,1,1,1.0,44.678,18.608,78.719,0.716,41.369,44.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,1921.171,1921.171,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,44.0,44.0,0.0,0.0,0.0
thomaswaldmann,252,16,16,9,0.562,2.84,0.078,14.76,0.92,0.312,15.75,5.0,20.091,0.607,18.0,3.688,3.0,2.676,0.355,2.25,2.0,1.0,2.051,0.355,1.0,0.575,0.0,2.678,0.862,0.06,5.123,0.096,20.592,0.895,0.608,2.723,0.063,16.012,0.932,0.295,15.75,12.0,16.34,0.519,19.25
konstantinkondrashov,35,4,1,1,1.0,53.53,9.862,99.106,0.757,37.987,35.0,35.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,1820.027,1820.027,0.0,0.0,0.0,,,0.0,0.0,,19.683,3.947,31.57,0.689,22.225,8.75,2.5,12.842,0.564,7.25
botatooo,23,5,3,1,0.333,56.99,0.058,151.337,0.879,1.804,7.667,10.0,5.859,0.319,5.5,2.333,1.0,2.309,0.381,2.0,4.6,5.0,3.507,0.365,3.0,6.966,0.387,14.037,0.702,2.275,304.737,298.882,244.91,0.373,167.158,59.784,0.005,126.134,0.804,0.029,4.6,3.0,5.32,0.47,1.0
driazati,300,1,1,1,1.0,0.635,0.251,2.4,0.591,0.0,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,189.977,189.977,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0
rmconsole2-wf,184,5,15,1,0.067,10.891,0.0,37.481,0.89,0.018,12.267,3.0,25.263,0.709,2.0,2.467,2.0,0.743,0.137,1.0,6.571,3.5,10.294,0.526,4.0,11.51,0.017,27.792,0.856,2.08,61.879,27.935,75.916,0.596,88.605,12.608,0.0,40.085,0.885,0.033,36.8,37.0,23.541,0.32,23.0
finbourne-bot,300,2,49,1,0.02,0.641,0.015,3.471,0.936,0.043,6.122,5.0,4.707,0.39,5.0,1.265,1.0,0.446,0.154,1.0,1.205,1.0,0.404,0.135,0.0,0.009,0.0,0.053,0.74,0.0,0.763,0.021,3.8,0.935,0.046,1.096,0.003,5.46,0.91,0.256,150.0,150.0,141.421,0.333,100.0
akrantz,103,10,8,2,0.25,17.933,0.164,46.021,0.863,5.05,12.875,7.5,16.022,0.516,8.75,3.625,3.0,2.264,0.315,3.0,2.711,1.0,4.472,0.519,1.0,17.091,0.0,72.635,0.839,0.395,31.884,2.517,61.527,0.775,41.401,24.34,0.563,53.764,0.827,16.96,10.3,8.0,11.126,0.5,8.75
staffbot,33,4,1,1,1.0,30.794,0.001,146.563,0.957,0.0,33.0,33.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,985.415,985.415,0.0,0.0,0.0,,,0.0,0.0,,28.013,0.003,68.61,0.8,0.007,8.25,2.5,12.527,0.598,7.25
snakefoot,213,15,21,8,0.381,2.186,0.072,6.424,0.884,0.439,10.143,4.0,14.475,0.635,8.0,2.524,1.0,2.839,0.458,1.0,1.76,1.0,1.183,0.297,1.0,1.421,0.0,7.928,0.899,0.055,2.429,0.109,6.448,0.87,0.516,2.417,0.072,6.973,0.881,0.472,14.2,6.0,18.69,0.58,14.5
flinkbot,279,4,2,2,1.0,0.448,0.001,1.515,0.836,0.323,139.5,139.5,167.584,0.425,118.5,2.0,2.0,1.414,0.25,1.0,6.488,2.0,9.6,0.647,9.0,2.086,0.0,4.181,0.635,2.659,0.829,0.002,2.558,0.847,0.539,0.437,0.001,1.572,0.859,0.271,69.75,64.5,44.925,0.304,38.25
bot-githubaction,254,5,14,1,0.071,8.158,0.0,25.594,0.882,0.012,18.143,4.5,42.014,0.737,12.0,2.643,2.0,1.216,0.241,1.75,4.885,3.0,4.805,0.472,4.5,19.411,0.001,46.835,0.82,0.004,20.679,1.869,41.779,0.791,14.058,8.387,0.0,28.653,0.909,0.009,50.8,44.0,55.315,0.482,30.0
fire-bot,300,2,13,13,1.0,1.704,0.001,4.254,0.833,0.548,23.077,1.0,70.745,0.856,2.0,1.077,1.0,0.277,0.066,0.0,4.839,2.0,6.058,0.575,8.75,2.836,0.0,9.649,0.823,0.163,5.472,4.484,5.049,0.484,6.111,0.015,0.015,0.016,0.374,0.012,150.0,150.0,210.718,0.497,149.0
nmap-bot,50,3,1,1,1.0,38.765,17.5,60.911,0.672,48.5,50.0,50.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1899.5,1899.5,0.0,0.0,0.0,,,0.0,0.0,,14.5,0.5,23.151,0.541,23.375,16.667,2.0,25.403,0.587,22.0
film42,60,13,7,5,0.714,32.553,0.013,83.588,0.864,10.43,8.571,1.0,18.293,0.729,2.0,2.857,1.0,3.288,0.471,2.0,6.0,3.0,8.246,0.587,4.5,59.536,0.035,126.487,0.691,36.4,147.251,64.962,160.142,0.541,208.331,29.237,0.013,82.893,0.881,0.181,4.615,3.0,4.464,0.474,4.0
mergify[bot],197,7,43,32,0.744,0.012,0.001,0.029,0.764,0.01,4.581,3.0,7.588,0.534,2.0,2.279,2.0,1.161,0.266,2.0,2.627,2.0,3.819,0.447,1.0,0.006,0.0,0.02,0.753,0.001,0.026,0.011,0.041,0.661,0.024,0.014,0.001,0.031,0.757,0.012,28.143,14.0,21.193,0.37,35.0
ezrobot,300,5,44,1,0.023,5.677,0.001,30.54,0.965,0.009,6.818,7.0,4.384,0.347,6.0,2.636,3.0,0.99,0.195,1.0,1.255,1.0,0.606,0.17,0.0,0.856,0.0,10.643,0.966,0.0,6.273,0.002,32.549,0.963,0.013,14.588,0.001,49.351,0.923,0.088,60.0,60.0,58.108,0.473,61.0
duplicatibot,60,3,1,1,1.0,36.421,12.666,74.304,0.672,43.637,60.0,60.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,2148.863,2148.863,0.0,0.0,0.0,,,0.0,0.0,,27.626,15.91,30.16,0.539,36.051,20.0,22.0,18.083,0.4,18.0
ryanjtalbot,231,6,8,4,0.5,7.499,0.016,11.455,0.728,16.992,28.875,1.0,77.231,0.838,2.0,1.75,1.0,1.035,0.268,2.0,16.5,6.0,18.604,0.579,27.25,112.627,38.311,137.19,0.411,186.289,11.391,10.553,7.315,0.346,12.251,7.352,0.01,11.571,0.739,16.15,38.5,36.5,39.541,0.486,67.0
weave-gitops-bot,92,2,2,1,0.5,23.615,24.0,3.774,0.041,0.005,46.0,46.0,63.64,0.489,45.0,1.0,1.0,0.0,0.0,0.0,30.667,21.0,35.501,0.5,34.5,700.322,480.005,832.636,0.272,810.48,23.998,23.998,1.629,0.024,1.152,23.998,23.998,1.629,0.024,1.152,46.0,46.0,63.64,0.489,45.0
typescript-bot,135,3,2,2,1.0,0.276,0.085,0.475,0.712,0.282,67.5,67.5,62.933,0.33,44.5,2.0,2.0,0.0,0.0,0.0,5.0,2.0,8.279,0.625,2.5,0.887,0.014,2.742,0.771,0.338,0.501,0.283,0.552,0.525,0.543,0.385,0.211,0.473,0.601,0.578,45.0,25.0,54.809,0.514,52.0
nrel-bot-3,300,3,7,6,0.857,1.781,0.116,5.486,0.822,0.956,42.857,3.0,71.611,0.717,51.5,1.143,1.0,0.378,0.107,0.0,1.515,1.0,0.725,0.218,1.0,1.443,0.0,5.801,0.813,0.116,1.253,0.09,3.657,0.791,0.952,0.74,0.001,2.291,0.723,0.948,100.0,91.0,102.796,0.456,102.5
connorrigby,114,12,53,28,0.528,18.114,0.198,37.504,0.808,22.114,2.151,1.0,4.217,0.498,0.0,1.264,1.0,0.964,0.194,0.0,1.839,1.0,2.65,0.412,0.0,1.764,0.0,8.332,0.784,0.0,31.763,11.756,46.311,0.68,40.187,28.338,8.881,44.485,0.706,30.395,9.5,4.5,11.767,0.57,8.25
glenn-jocher,271,10,12,8,0.667,0.313,0.124,0.52,0.667,0.351,22.583,2.5,61.196,0.815,7.0,2.25,1.0,2.527,0.448,0.5,5.42,2.0,7.869,0.613,4.75,1.483,0.003,4.012,0.77,0.477,0.211,0.056,0.339,0.674,0.235,0.13,0.027,0.256,0.754,0.091,27.1,7.0,54.735,0.738,19.0
credhub-ci-bot,11,1,1,1,1.0,184.233,164.441,121.193,0.261,27.892,11.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1842.326,1842.326,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,11.0,11.0,0.0,0.0,0.0
autofix-bot,84,3,4,2,0.5,25.156,0.0,47.838,0.762,35.989,21.0,19.5,17.493,0.375,28.5,1.25,1.0,0.5,0.15,0.25,1.105,1.0,0.349,0.087,0.0,0.947,0.0,8.259,0.833,0.0,26.88,0.001,49.43,0.75,47.989,24.0,0.0,47.38,0.773,23.988,28.0,39.0,19.053,0.262,16.5
mautibot,300,6,39,2,0.051,5.638,0.089,16.211,0.86,2.041,7.692,2.0,24.003,0.701,1.0,1.41,1.0,0.549,0.186,1.0,1.754,1.0,2.106,0.376,0.0,4.771,0.0,20.424,0.776,0.0,5.117,0.008,15.729,0.864,1.198,12.222,5.277,17.373,0.658,14.337,50.0,12.5,80.697,0.686,51.0
liquibot,215,5,28,1,0.036,1.697,0.001,7.707,0.899,0.748,7.679,8.0,3.151,0.173,2.0,1.857,2.0,0.705,0.18,1.0,1.734,2.0,0.626,0.169,1.0,0.591,0.0,6.527,0.986,0.0,2.357,0.615,7.736,0.806,1.717,1.906,0.001,8.494,0.889,1.043,43.0,45.0,41.018,0.46,81.0
erikvv,262,13,14,10,0.714,5.053,0.125,15.265,0.877,1.069,18.714,2.0,47.02,0.814,3.75,2.5,1.5,2.682,0.443,1.0,6.895,1.0,10.503,0.662,3.0,18.078,0.0,38.438,0.646,4.824,17.075,4.458,28.593,0.702,22.039,5.449,0.135,16.11,0.861,1.638,20.154,13.0,28.83,0.584,24.0
w3fbot,59,3,3,1,0.333,31.077,3.497,67.626,0.778,25.744,19.667,6.0,23.671,0.463,20.5,2.333,3.0,1.155,0.19,1.0,4.917,2.0,10.166,0.645,2.25,87.625,0.001,255.475,0.784,34.979,68.268,19.945,124.153,0.708,73.36,55.558,0.038,141.05,0.856,0.197,19.667,3.0,28.868,0.565,25.0
julien-lebot,222,8,4,1,0.25,6.084,0.199,23.183,0.898,1.598,55.5,26.0,76.392,0.592,66.5,5.5,7.0,3.0,0.205,1.5,6.938,3.0,12.991,0.624,4.75,25.616,0.182,76.543,0.854,2.342,16.931,0.868,48.31,0.843,14.249,5.171,0.318,14.482,0.861,1.766,27.75,20.5,20.183,0.366,20.0
aptos-bot,42,3,3,3,1.0,45.02,0.0,102.45,0.774,23.677,14.0,17.0,7.0,0.206,6.5,2.0,2.0,1.0,0.222,1.0,2.333,2.0,1.94,0.362,2.0,19.962,0.0,84.67,0.833,0.0,87.441,5.208,140.555,0.662,123.219,43.405,0.0,100.201,0.79,23.676,14.0,11.0,6.083,0.175,5.5
tauri-bot,300,2,26,1,0.038,4.011,0.001,12.304,0.897,0.389,11.538,11.5,6.426,0.31,8.75,1.0,1.0,0.0,0.0,0.0,1.045,1.0,0.315,0.042,0.0,0.972,0.0,7.731,0.479,0.0,3.218,0.001,10.776,0.911,0.122,45.039,33.911,34.767,0.347,35.644,150.0,150.0,209.304,0.493,148.0
wolfssl-bot,42,2,2,1,0.5,46.673,30.269,40.756,0.458,47.981,21.0,21.0,28.284,0.476,20.0,1.5,1.5,0.707,0.167,0.5,14.0,4.0,19.975,0.571,18.0,567.285,120.154,880.561,0.429,790.85,105.862,105.862,76.538,0.256,54.121,35.728,24.995,29.34,0.413,24.056,21.0,21.0,4.243,0.071,3.0
cloudsnorkelbot,150,4,6,1,0.167,13.541,0.001,39.998,0.898,0.225,25.0,16.5,26.107,0.509,45.75,2.5,2.5,0.548,0.1,1.0,2.885,2.0,1.464,0.243,2.0,1.093,0.001,7.306,0.968,0.078,38.448,0.242,61.004,0.74,68.462,13.724,0.001,40.24,0.896,0.225,37.5,42.5,27.234,0.333,40.0
jazz-soft,142,6,18,2,0.111,14.488,3.991,23.159,0.639,23.977,7.889,2.5,10.638,0.587,6.25,2.0,2.0,0.485,0.099,0.0,3.087,2.0,2.731,0.369,1.0,20.299,0.021,48.144,0.821,8.675,24.646,23.186,33.208,0.492,20.498,13.405,0.871,26.891,0.722,23.211,23.667,4.5,36.876,0.678,29.5
amcasey,225,12,7,5,0.714,1.414,0.069,6.784,0.909,0.337,32.143,2.0,67.21,0.766,15.5,2.857,2.0,2.795,0.4,1.0,4.245,2.0,6.421,0.583,3.0,4.425,0.0,15.852,0.843,0.582,1.583,0.182,4.272,0.832,1.054,2.198,0.164,8.525,0.889,0.668,18.75,7.5,25.013,0.595,25.75
cfpbot,250,2,1,1,1.0,4.998,0.446,13.51,0.849,1.977,250.0,250.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,1244.454,1244.454,0.0,0.0,0.0,,,0.0,0.0,,4.903,0.174,13.912,0.87,1.77,125.0,125.0,35.355,0.1,25.0
psobot,247,15,10,6,0.6,5.679,0.195,24.121,0.925,0.603,24.7,1.5,51.001,0.785,7.75,3.4,1.0,4.326,0.535,1.75,10.739,2.0,24.337,0.755,7.0,32.964,0.0,83.217,0.72,20.551,29.035,2.031,55.701,0.772,22.326,10.407,0.1,33.255,0.899,1.526,16.467,7.0,33.458,0.637,10.0
